dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
6.0,Purple,111,0,351,351,351,,,2016_Jul_08_1050,
9.0,Orange,111,0,352,352,352,,,2016_Jul_08_1050,
2.0,DarkGray,111,0,353,353,353,m,0.0459158420563,2016_Jul_08_1050,
4.0,Yellow,111,0,354,354,354,m,0.253764867783,2016_Jul_08_1050,
5.0,LightPink,111,0,355,355,355,m,0.278110980988,2016_Jul_08_1050,
7.0,Brown,111,0,356,356,356,m,0.27783703804,2016_Jul_08_1050,
3.0,Purple,111,0,357,357,357,m,0.310178041458,2016_Jul_08_1050,
1.0,Orange,111,0,358,358,358,m,0.27813577652,2016_Jul_08_1050,
8.0,DarkGray,111,0,359,359,359,m,0.254090070724,2016_Jul_08_1050,
6.0,Yellow,111,0,360,360,360,m,0.302103042603,2016_Jul_08_1050,
5.0,LightPink,111,0,361,361,361,m,0.285763025284,2016_Jul_08_1050,
7.0,Brown,111,0,362,362,362,m,0.277953863144,2016_Jul_08_1050,
3.0,Blue,111,0,363,363,363,m,0.246043920517,2016_Jul_08_1050,
9.0,Red,111,0,364,364,364,m,0.277734041214,2016_Jul_08_1050,
2.0,Green,111,0,365,365,365,m,0.253793001175,2016_Jul_08_1050,
4.0,Purple,111,0,366,366,366,m,0.238093137741,2016_Jul_08_1050,
1.0,Orange,111,0,367,367,367,m,0.237909078598,2016_Jul_08_1050,
8.0,DarkGray,111,0,368,368,368,m,0.261841058731,2016_Jul_08_1050,
6.0,Yellow,111,0,369,369,369,m,0.245980024338,2016_Jul_08_1050,
5.0,LightPink,111,0,370,370,370,m,0.213973045349,2016_Jul_08_1050,
7.0,Brown,111,0,371,371,371,m,0.221723079681,2016_Jul_08_1050,
3.0,Purple,111,0,372,372,372,m,0.125658988953,2016_Jul_08_1050,
9.0,Orange,111,0,373,373,373,m,0.0618789196014,2016_Jul_08_1050,
2.0,DarkGray,111,0,374,374,374,m,0.0616960525513,2016_Jul_08_1050,
nan,nan,111,0,375,375,375,m,0.10994386673,2016_Jul_08_1050,
4.0,Blue,111,0,376,376,376,m,0.205869913101,2016_Jul_08_1050,
5.0,Red,111,0,377,377,377,m,0.189727067947,2016_Jul_08_1050,
nan,nan,111,0,378,378,378,m,0.197582960129,2016_Jul_08_1050,
7.0,Green,111,0,379,379,379,m,0.293773889542,2016_Jul_08_1050,
nan,nan,111,0,380,380,380,z,0.445689916611,2016_Jul_08_1050,
3.0,Purple,111,0,381,381,381,m,0.37362909317,2016_Jul_08_1050,
nan,nan,111,0,382,382,382,z,0.429817199707,2016_Jul_08_1050,
9.0,Orange,111,0,383,383,383,m,0.341737031937,2016_Jul_08_1050,
2.0,DarkGray,111,0,384,384,384,m,0.365893125534,2016_Jul_08_1050,
4.0,Blue,111,0,385,385,385,m,0.30165886879,2016_Jul_08_1050,
nan,nan,111,0,386,386,386,z,0.389757871628,2016_Jul_08_1050,
5.0,Red,111,0,387,387,387,m,0.421391010284,2016_Jul_08_1050,
7.0,Green,111,0,388,388,388,m,0.357638835907,2016_Jul_08_1050,
3.0,Yellow,111,0,389,389,389,m,0.301795959473,2016_Jul_08_1050,
1.0,LightPink,111,0,390,390,390,m,0.253372192383,2016_Jul_08_1050,
8.0,Brown,111,0,391,391,391,m,0.237576007843,2016_Jul_08_1050,
6.0,Blue,111,0,392,392,392,m,0.117491960526,2016_Jul_08_1050,
5.0,Red,111,0,393,393,393,m,0.0855138301849,2016_Jul_08_1050,
7.0,Green,111,0,394,394,394,m,0.237397193909,2016_Jul_08_1050,
3.0,Yellow,111,0,395,395,395,m,0.22965502739,2016_Jul_08_1050,
9.0,LightPink,111,0,396,396,396,m,0.229468107224,2016_Jul_08_1050,
2.0,Brown,111,0,397,397,397,m,0.293636083603,2016_Jul_08_1050,
4.0,Purple,111,0,398,398,398,m,0.301488161087,2016_Jul_08_1050,
5.0,Orange,111,0,399,399,399,m,0.349280834198,2016_Jul_08_1050,
7.0,DarkGray,111,0,400,400,400,m,0.445662021637,2016_Jul_08_1050,
3.0,Yellow,111,0,401,401,401,m,0.357303857803,2016_Jul_08_1050,
9.0,LightPink,111,0,402,402,402,m,0.29353094101,2016_Jul_08_1050,
2.0,Brown,111,0,403,403,403,m,0.269250869751,2016_Jul_08_1050,
nan,nan,111,0,404,404,404,z,0.445325136185,2016_Jul_08_1050,
4.0,Blue,111,0,405,405,405,m,0.309602022171,2016_Jul_08_1050,
5.0,Red,111,0,406,406,406,m,0.237479925156,2016_Jul_08_1050,
7.0,Green,111,0,407,407,407,m,0.221457004547,2016_Jul_08_1050,
3.0,Yellow,111,0,408,408,408,m,0.109450817108,2016_Jul_08_1050,
9.0,LightPink,111,0,409,409,409,m,0.213497877121,2016_Jul_08_1050,
2.0,Brown,111,0,410,410,410,m,0.133210897446,2016_Jul_08_1050,
4.0,Blue,111,0,411,411,411,m,0.0693199634552,2016_Jul_08_1050,
5.0,Red,111,0,412,412,412,m,0.0374171733856,2016_Jul_08_1050,
7.0,Green,111,0,413,413,413,m,0.0217530727386,2016_Jul_08_1050,
3.0,Yellow,111,0,414,414,414,m,0.0530431270599,2016_Jul_08_1050,
9.0,LightPink,111,0,415,415,415,m,0.0293371677399,2016_Jul_08_1050,
2.0,Brown,111,0,416,416,416,m,0.0212681293488,2016_Jul_08_1050,
4.0,Purple,111,0,417,417,417,m,0.0293929576874,2016_Jul_08_1050,
5.0,Orange,111,0,418,418,418,m,0.205374956131,2016_Jul_08_1050,
7.0,DarkGray,111,0,419,419,419,m,0.205227851868,2016_Jul_08_1050,
3.0,Blue,111,0,420,420,420,m,0.301293134689,2016_Jul_08_1050,
1.0,Red,111,0,421,421,421,m,0.349054813385,2016_Jul_08_1050,
8.0,Green,111,0,422,422,422,m,0.365383148193,2016_Jul_08_1050,
6.0,Yellow,111,0,423,423,423,m,0.493252038956,2016_Jul_08_1050,
9.0,LightPink,111,0,424,424,424,m,0.429083108902,2016_Jul_08_1050,
nan,nan,111,0,425,425,425,z,0.588960886002,2016_Jul_08_1050,
2.0,Brown,111,0,426,426,426,m,0.413253068924,2016_Jul_08_1050,
4.0,Blue,111,0,427,427,427,m,0.293241024017,2016_Jul_08_1050,
5.0,Red,111,0,428,428,428,m,0.205157995224,2016_Jul_08_1050,
7.0,Green,111,0,429,429,429,m,0.149095058441,2016_Jul_08_1050,
3.0,Yellow,111,0,430,430,430,m,0.0849719047546,2016_Jul_08_1050,
1.0,LightPink,111,0,431,431,431,m,0.0372560024261,2016_Jul_08_1050,
8.0,Brown,111,0,432,432,432,,,2016_Jul_08_1050,
6.0,Blue,111,0,433,433,433,,,2016_Jul_08_1050,
5.0,Red,111,0,434,434,434,,,2016_Jul_08_1050,
7.0,Green,111,0,435,435,435,,,2016_Jul_08_1050,
3.0,Yellow,111,0,436,436,436,m,0.0132071971893,2016_Jul_08_1050,
1.0,LightPink,111,0,437,437,437,m,0.117220163345,2016_Jul_08_1050,
8.0,Brown,111,0,438,438,438,m,0.172991991043,2016_Jul_08_1050,
6.0,Blue,111,0,439,439,439,m,0.117003917694,2016_Jul_08_1050,
9.0,Red,111,0,440,440,440,m,0.148898839951,2016_Jul_08_1050,
nan,nan,111,0,441,441,441,m,0.116801977158,2016_Jul_08_1050,
2.0,Green,111,0,442,442,442,m,0.108892917633,2016_Jul_08_1050,
4.0,Yellow,111,0,443,443,443,m,0.165037870407,2016_Jul_08_1050,
1.0,LightPink,111,0,444,444,444,m,0.164733886719,2016_Jul_08_1050,
8.0,Brown,111,0,445,445,445,m,0.116966962814,2016_Jul_08_1050,
6.0,nan,111,0,446,446,446,z,0.509063005447,2016_Jul_08_1050,
