dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
9.0,Red,113,0,351,351,351,m,0.262710094452,2016_Jul_15_1448,
2.0,Green,113,0,352,352,352,m,0.206480026245,2016_Jul_15_1448,
4.0,Purple,113,0,353,353,353,m,0.158576965332,2016_Jul_15_1448,
5.0,Orange,113,0,354,354,354,m,0.166482925415,2016_Jul_15_1448,
7.0,DarkGray,113,0,355,355,355,m,0.214697122574,2016_Jul_15_1448,
nan,nan,113,0,356,356,356,m,0.238615989685,2016_Jul_15_1448,
3.0,Yellow,113,0,357,357,357,m,0.246757984161,2016_Jul_15_1448,
nan,nan,113,0,358,358,358,m,0.182639122009,2016_Jul_15_1448,
9.0,LightPink,113,0,359,359,359,m,0.174541950226,2016_Jul_15_1448,
nan,nan,113,0,360,360,360,z,0.294770956039,2016_Jul_15_1448,
2.0,Brown,113,0,361,361,361,m,0.0865280628204,2016_Jul_15_1448,
4.0,Purple,113,0,362,362,362,m,0.206740140915,2016_Jul_15_1448,
5.0,Orange,113,0,363,363,363,m,0.110610961914,2016_Jul_15_1448,
nan,nan,113,0,364,364,364,m,0.0224311351776,2016_Jul_15_1448,
7.0,DarkGray,113,0,365,365,365,m,0.134351015091,2016_Jul_15_1448,
3.0,Yellow,113,0,366,366,366,m,0.0787420272827,2016_Jul_15_1448,
1.0,LightPink,113,0,367,367,367,,,2016_Jul_15_1448,
8.0,Brown,113,0,368,368,368,,,2016_Jul_15_1448,
6.0,Blue,113,0,369,369,369,,,2016_Jul_15_1448,
9.0,Red,113,0,370,370,370,m,0.0544669628143,2016_Jul_15_1448,
2.0,Green,113,0,371,371,371,m,0.110543012619,2016_Jul_15_1448,
nan,nan,113,0,372,372,372,m,0.150385856628,2016_Jul_15_1448,
4.0,Purple,113,0,373,373,373,m,0.0224099159241,2016_Jul_15_1448,
5.0,Orange,113,0,374,374,374,,,2016_Jul_15_1448,
7.0,DarkGray,113,0,375,375,375,,,2016_Jul_15_1448,
3.0,Blue,113,0,376,376,376,,,2016_Jul_15_1448,
1.0,Red,113,0,377,377,377,,,2016_Jul_15_1448,
8.0,Green,113,0,378,378,378,m,0.0543439388275,2016_Jul_15_1448,
6.0,Purple,113,0,379,379,379,m,0.118566036224,2016_Jul_15_1448,
9.0,Orange,113,0,380,380,380,m,0.198567152023,2016_Jul_15_1448,
2.0,DarkGray,113,0,381,381,381,m,0.214416980743,2016_Jul_15_1448,
4.0,Blue,113,0,382,382,382,m,0.2783639431,2016_Jul_15_1448,
1.0,Red,113,0,383,383,383,m,0.286290168762,2016_Jul_15_1448,
8.0,Green,113,0,384,384,384,m,0.294183969498,2016_Jul_15_1448,
6.0,Yellow,113,0,385,385,385,m,0.310549974442,2016_Jul_15_1448,
5.0,LightPink,113,0,386,386,386,m,0.318264961243,2016_Jul_15_1448,
7.0,Brown,113,0,387,387,387,m,0.342349052429,2016_Jul_15_1448,
3.0,Purple,113,0,388,388,388,m,0.326512098312,2016_Jul_15_1448,
1.0,Orange,113,0,389,389,389,m,0.414236068726,2016_Jul_15_1448,
8.0,DarkGray,113,0,390,390,390,m,0.446123123169,2016_Jul_15_1448,
6.0,Yellow,113,0,391,391,391,m,0.462222099304,2016_Jul_15_1448,
9.0,LightPink,113,0,392,392,392,m,0.558415174484,2016_Jul_15_1448,
2.0,Brown,113,0,393,393,393,m,0.56627202034,2016_Jul_15_1448,
4.0,Purple,113,0,394,394,394,m,0.598271131516,2016_Jul_15_1448,
5.0,Orange,113,0,395,395,395,m,0.57434296608,2016_Jul_15_1448,
7.0,DarkGray,113,0,396,396,396,m,0.51825594902,2016_Jul_15_1448,
3.0,Yellow,113,0,397,397,397,m,0.518311977386,2016_Jul_15_1448,
1.0,LightPink,113,0,398,398,398,m,0.598008155823,2016_Jul_15_1448,
8.0,Brown,113,0,399,399,399,m,0.59836101532,2016_Jul_15_1448,
6.0,Blue,113,0,400,400,400,m,0.582102775574,2016_Jul_15_1448,
5.0,Red,113,0,401,401,401,m,0.582015991211,2016_Jul_15_1448,
7.0,Green,113,0,402,402,402,m,0.574018001556,2016_Jul_15_1448,
3.0,Yellow,113,0,403,403,403,,,2016_Jul_15_1448,
1.0,LightPink,113,0,404,404,404,m,0.598084926605,2016_Jul_15_1448,
8.0,Brown,113,0,405,405,405,,,2016_Jul_15_1448,
nan,nan,113,0,406,406,406,z,0.446197986603,2016_Jul_15_1448,
6.0,Blue,113,0,407,407,407,m,0.318015098572,2016_Jul_15_1448,
5.0,Red,113,0,408,408,408,m,0.270195960999,2016_Jul_15_1448,
7.0,Green,113,0,409,409,409,m,0.269888162613,2016_Jul_15_1448,
3.0,Yellow,113,0,410,410,410,m,0.182028055191,2016_Jul_15_1448,
9.0,LightPink,113,0,411,411,411,m,0.134097099304,2016_Jul_15_1448,
2.0,Brown,113,0,412,412,412,m,0.117998838425,2016_Jul_15_1448,
4.0,Purple,113,0,413,413,413,m,0.0539329051971,2016_Jul_15_1448,
5.0,Orange,113,0,414,414,414,m,0.0778911113739,2016_Jul_15_1448,
7.0,DarkGray,113,0,415,415,415,m,0.0541517734528,2016_Jul_15_1448,
nan,nan,113,0,416,416,416,m,0.0542099475861,2016_Jul_15_1448,
3.0,Yellow,113,0,417,417,417,m,0.054013967514,2016_Jul_15_1448,
9.0,LightPink,113,0,418,418,418,m,0.0940239429474,2016_Jul_15_1448,
2.0,Brown,113,0,419,419,419,m,0.0858449935913,2016_Jul_15_1448,
4.0,Purple,113,0,420,420,420,m,0.053759098053,2016_Jul_15_1448,
5.0,Orange,113,0,421,421,421,m,0.0619080066681,2016_Jul_15_1448,
7.0,DarkGray,113,0,422,422,422,m,0.077892780304,2016_Jul_15_1448,
3.0,Blue,113,0,423,423,423,m,0.0540089607239,2016_Jul_15_1448,
1.0,Red,113,0,424,424,424,m,0.0779349803925,2016_Jul_15_1448,
8.0,Green,113,0,425,425,425,m,0.0619080066681,2016_Jul_15_1448,
6.0,Purple,113,0,426,426,426,m,0.029862165451,2016_Jul_15_1448,
9.0,Orange,113,0,427,427,427,,,2016_Jul_15_1448,
2.0,DarkGray,113,0,428,428,428,,,2016_Jul_15_1448,
4.0,Yellow,113,0,429,429,429,,,2016_Jul_15_1448,
5.0,LightPink,113,0,430,430,430,,,2016_Jul_15_1448,
7.0,Brown,113,0,431,431,431,,,2016_Jul_15_1448,
3.0,Purple,113,0,432,432,432,m,0.549677848816,2016_Jul_15_1448,
9.0,Orange,113,0,433,433,433,m,0.565668821335,2016_Jul_15_1448,
2.0,DarkGray,113,0,434,434,434,m,0.517669200897,2016_Jul_15_1448,
4.0,Yellow,113,0,435,435,435,m,0.461951971054,2016_Jul_15_1448,
5.0,LightPink,113,0,436,436,436,m,0.493552207947,2016_Jul_15_1448,
7.0,Brown,113,0,437,437,437,m,0.549736022949,2016_Jul_15_1448,
3.0,Blue,113,0,438,438,438,m,0.565952062607,2016_Jul_15_1448,
1.0,Red,113,0,439,439,439,,,2016_Jul_15_1448,
8.0,Green,113,0,440,440,440,,,2016_Jul_15_1448,
6.0,Yellow,113,0,441,441,441,,,2016_Jul_15_1448,
9.0,LightPink,113,0,442,442,442,,,2016_Jul_15_1448,
2.0,Brown,113,0,443,443,443,,,2016_Jul_15_1448,
4.0,Purple,113,0,444,444,444,,,2016_Jul_15_1448,
5.0,Orange,113,0,445,445,445,,,2016_Jul_15_1448,
7.0,DarkGray,113,0,446,446,446,m,0.509565830231,2016_Jul_15_1448,
3.0,Yellow,113,0,447,447,447,m,0.477467060089,2016_Jul_15_1448,
1.0,LightPink,113,0,448,448,448,m,0.477828025818,2016_Jul_15_1448,
8.0,Brown,113,0,449,449,449,m,0.421611070633,2016_Jul_15_1448,
6.0,Purple,113,0,450,450,450,m,0.437447071075,2016_Jul_15_1448,
9.0,Orange,113,0,451,451,451,m,0.357646942139,2016_Jul_15_1448,
nan,nan,113,0,452,452,452,z,0.461788892746,2016_Jul_15_1448,
2.0,DarkGray,113,0,453,453,453,m,0.413447141647,2016_Jul_15_1448,
4.0,nan,113,0,454,454,454,m,0.461369037628,2016_Jul_15_1448,
nan,nan,113,0,455,455,455,z,0.453731775284,2016_Jul_15_1448,
